order_date,region,regional_manager,total_sales,total_profit,total_cogs,total_units,orders,profit_margin
2021-10-07,East,Rylee Sasa,655.88,314.1,341.78,8,2,0.4789
2021-10-07,South,Sam Abioye,81.3,5.9,75.4,14,4,0.0726
2021-10-08,Central,Neelam Nilam,8.02,1.0,7.01,3,1,0.1247
2021-10-08,South,Sam Abioye,1801.63,-337.81,2139.44,6,1,-0.1875
2021-10-08,West,Sasha Ellington,438.55,-17.65,456.2,13,3,-0.0402
2021-10-09,East,Rylee Sasa,31.95,2.24,29.71,1,1,0.0701
2021-10-09,South,Sam Abioye,979.95,-380.51,1360.46,7,2,-0.3883
2021-10-10,Central,Neelam Nilam,412.24,112.21,300.03,9,3,0.2722
2021-10-10,East,Rylee Sasa,1878.66,196.93,1681.73,27,6,0.1048
2021-10-10,West,Sasha Ellington,99.86,3.4,96.46,4,2,0.034
2021-10-11,South,Sam Abioye,371.66,101.18,270.48,10,2,0.2722
2021-10-13,Central,Neelam Nilam,3219.55,-332.09,3551.63,33,8,-0.1031
2021-10-14,East,Rylee Sasa,824.97,214.49,610.48,3,1,0.26
2021-10-15,West,Sasha Ellington,77.88,3.89,73.99,2,1,0.0499
2021-10-16,Central,Neelam Nilam,100.86,-183.11,283.96,9,2,-1.8155
2021-10-16,West,Sasha Ellington,277.63,27.63,250.01,8,3,0.0995
2021-10-17,Central,Neelam Nilam,189.95,59.76,130.2,12,3,0.3146
2021-10-17,East,Rylee Sasa,34.44,17.22,17.22,3,1,0.5
2021-10-17,West,Sasha Ellington,1910.7,556.6,1354.1,8,2,0.2913
2021-10-18,East,Rylee Sasa,24.56,11.54,13.02,2,1,0.4699
2021-10-18,West,Sasha Ellington,695.53,143.76,551.77,19,4,0.2067
2021-10-20,Central,Neelam Nilam,5.18,-7.76,12.94,4,1,-1.4981
2021-10-20,South,Sam Abioye,9.95,1.0,8.96,1,1,0.1005
2021-10-21,Central,Neelam Nilam,733.47,199.89,533.58,21,5,0.2725
2021-10-21,South,Sam Abioye,78.45,-9.99,88.44,11,3,-0.1273
2021-10-21,West,Sasha Ellington,1450.37,162.23,1288.15,27,7,0.1119
2021-10-22,Central,Neelam Nilam,376.87,-66.69,443.56,16,4,-0.177
2021-10-22,West,Sasha Ellington,454.27,-73.82,528.09,8,1,-0.1625
2021-10-23,East,Rylee Sasa,450.09,117.03,333.06,6,2,0.26
2021-10-23,West,Sasha Ellington,975.33,-20.64,995.95,18,4,-0.0212
2021-10-24,West,Sasha Ellington,1395.32,-59.05,1454.4,37,8,-0.0423
2021-10-26,South,Sam Abioye,104.51,36.87,67.64,16,4,0.3528
2021-10-27,West,Sasha Ellington,244.24,119.34,124.9,9,2,0.4886
2021-10-28,Central,Neelam Nilam,299.9,74.98,224.93,2,1,0.25
2021-10-28,East,Rylee Sasa,1035.8,269.31,766.49,4,1,0.26
2021-10-28,South,Sam Abioye,182.91,53.04,129.87,3,1,0.29
2021-10-28,West,Sasha Ellington,603.43,153.47,449.97,12,4,0.2543
2021-10-29,Central,Neelam Nilam,70.12,21.04,49.08,4,1,0.3001
2021-10-29,East,Rylee Sasa,82.74,36.7,46.04,4,2,0.4436
2021-10-29,West,Sasha Ellington,3058.15,572.85,2485.3,59,14,0.1873
2021-10-30,East,Rylee Sasa,2796.26,875.01,1921.27,32,10,0.3129
2021-10-30,South,Sam Abioye,301.96,45.29,256.67,2,1,0.15
2021-10-30,West,Sasha Ellington,7.88,1.77,6.11,1,1,0.2246
2021-10-31,Central,Neelam Nilam,374.07,-8.22,382.29,9,2,-0.022
2021-10-31,East,Rylee Sasa,2731.08,561.93,2169.16,13,2,0.2058
2021-10-31,South,Sam Abioye,197.72,55.36,142.36,4,1,0.28
2021-10-31,West,Sasha Ellington,2225.67,150.3,2075.37,33,6,0.0675
2021-11-01,Central,Neelam Nilam,6.61,2.15,4.46,2,1,0.3253
2021-11-01,East,Rylee Sasa,1448.82,209.27,1239.55,10,1,0.1444
2021-11-01,West,Sasha Ellington,1345.42,160.52,1184.89,13,3,0.1193
2021-11-03,Central,Neelam Nilam,19.82,6.44,13.38,6,1,0.3249
2021-11-03,East,Rylee Sasa,59.76,5.38,54.38,13,3,0.09
2021-11-03,South,Sam Abioye,594.14,50.07,544.07,7,2,0.0843
2021-11-03,West,Sasha Ellington,161.15,51.35,109.8,7,2,0.3186
2021-11-04,West,Sasha Ellington,11.48,-1.04,12.52,6,2,-0.0906
2021-11-05,Central,Neelam Nilam,747.64,-115.85,863.49,27,7,-0.155
2021-11-05,East,Rylee Sasa,773.08,190.68,582.4,14,4,0.2466
2021-11-05,South,Sam Abioye,1361.64,-1044.46,2406.08,14,2,-0.7671
2021-11-05,West,Sasha Ellington,190.72,11.92,178.8,1,1,0.0625
2021-11-06,Central,Neelam Nilam,274.44,59.26,215.17,10,2,0.2159
2021-11-06,East,Rylee Sasa,10337.27,3551.3,6785.97,40,9,0.3435
2021-11-06,South,Sam Abioye,832.06,190.87,641.2,43,9,0.2294
2021-11-06,West,Sasha Ellington,753.22,205.19,548.03,20,7,0.2724
2021-11-07,Central,Neelam Nilam,1095.9,249.02,846.88,19,5,0.2272
2021-11-07,East,Rylee Sasa,3521.91,1192.33,2329.59,26,7,0.3385
2021-11-07,West,Sasha Ellington,2.48,1.17,1.31,2,1,0.4718
2021-11-08,Central,Neelam Nilam,2879.42,851.5,2027.93,17,6,0.2957
2021-11-08,East,Rylee Sasa,577.58,43.32,534.27,6,1,0.075
2021-11-08,West,Sasha Ellington,79.9,35.16,44.74,2,1,0.4401
2021-11-09,Central,Neelam Nilam,542.18,163.92,378.26,9,2,0.3023
2021-11-10,Central,Neelam Nilam,304.22,61.03,243.19,11,3,0.2006
2021-11-10,East,Rylee Sasa,15.56,7.31,8.25,2,1,0.4698
2021-11-10,South,Sam Abioye,792.51,-51.95,844.45,19,6,-0.0656
2021-11-10,West,Sasha Ellington,15.7,7.07,8.64,5,1,0.4503
2021-11-11,Central,Neelam Nilam,842.32,62.57,779.74,24,5,0.0743
2021-11-11,East,Rylee Sasa,810.2,214.54,595.66,15,4,0.2648
2021-11-11,South,Sam Abioye,433.32,-55.6,488.91,20,4,-0.1283
2021-11-11,West,Sasha Ellington,1505.24,-15.56,1520.8,37,8,-0.0103
2021-11-12,East,Rylee Sasa,278.58,77.7,200.88,16,6,0.2789
2021-11-12,South,Sam Abioye,860.07,339.16,520.91,5,2,0.3943
2021-11-12,West,Sasha Ellington,1374.06,156.43,1217.63,19,5,0.1138
2021-11-13,Central,Neelam Nilam,270.35,-3.15,273.5,17,3,-0.0117
2021-11-13,East,Rylee Sasa,391.85,-48.76,440.61,28,4,-0.1244
2021-11-13,South,Sam Abioye,39.96,14.39,25.57,2,1,0.3601
2021-11-14,Central,Neelam Nilam,2528.99,551.18,1977.81,32,8,0.2179
2021-11-14,East,Rylee Sasa,523.25,141.28,381.97,5,1,0.27
2021-11-14,West,Sasha Ellington,1020.1,191.73,828.37,8,3,0.188
2021-11-15,Central,Neelam Nilam,2012.38,442.38,1570.0,17,4,0.2198
2021-11-15,West,Sasha Ellington,1873.61,175.39,1698.22,30,7,0.0936
2021-11-17,East,Rylee Sasa,867.74,252.15,615.59,6,2,0.2906
2021-11-17,West,Sasha Ellington,173.04,31.1,141.94,6,2,0.1797
2021-11-18,Central,Neelam Nilam,479.99,56.0,423.99,2,1,0.1167
2021-11-18,East,Rylee Sasa,827.41,-72.44,899.85,23,7,-0.0876
2021-11-18,South,Sam Abioye,377.9,-91.06,468.97,14,4,-0.241
2021-11-18,West,Sasha Ellington,1175.84,-117.09,1292.92,63,13,-0.0996
2021-11-19,Central,Neelam Nilam,1245.54,208.33,1037.23,33,11,0.1673
2021-11-19,East,Rylee Sasa,1776.35,-519.35,2295.71,25,4,-0.2924
2021-11-19,South,Sam Abioye,18.18,4.77,13.4,1,1,0.2624
2021-11-19,West,Sasha Ellington,573.5,96.69,476.81,19,5,0.1686
2021-11-20,Central,Neelam Nilam,305.48,-161.56,467.04,14,4,-0.5289
2021-11-20,East,Rylee Sasa,103.61,30.86,72.75,12,4,0.2978
2021-11-20,South,Sam Abioye,91.04,14.56,76.48,11,3,0.1599
2021-11-20,West,Sasha Ellington,114.37,47.56,66.81,15,3,0.4158
2021-11-21,Central,Neelam Nilam,386.49,79.15,307.34,8,3,0.2048
2021-11-21,East,Rylee Sasa,3063.7,881.64,2182.07,31,7,0.2878
2021-11-22,West,Sasha Ellington,1218.76,388.79,829.98,49,10,0.319
2021-11-23,South,Sam Abioye,13.12,1.48,11.64,5,1,0.1128
2021-11-24,Central,Neelam Nilam,599.99,234.0,365.99,1,1,0.39
2021-11-24,East,Rylee Sasa,191.62,67.77,123.85,15,4,0.3537
2021-11-24,South,Sam Abioye,692.47,190.43,502.04,11,1,0.275
2021-11-25,East,Rylee Sasa,2138.4,123.82,2014.59,41,11,0.0579
2021-11-25,South,Sam Abioye,465.68,-155.0,620.68,8,3,-0.3328
2021-11-25,West,Sasha Ellington,505.71,93.92,411.8,11,3,0.1857
2021-11-26,Central,Neelam Nilam,1283.8,-32.24,1316.04,31,6,-0.0251
2021-11-26,East,Rylee Sasa,527.12,132.06,395.05,21,5,0.2505
2021-11-26,West,Sasha Ellington,53.56,18.88,34.68,6,2,0.3525
2021-11-27,Central,Neelam Nilam,2699.56,561.5,2138.06,40,8,0.208
2021-11-27,West,Sasha Ellington,60.6,17.32,43.28,3,2,0.2858
2021-11-28,Central,Neelam Nilam,3.88,-5.82,9.71,3,1,-1.5
2021-11-28,East,Rylee Sasa,963.56,-55.48,1019.05,33,5,-0.0576
2021-11-28,South,Sam Abioye,724.07,92.4,631.68,21,7,0.1276
2021-11-28,West,Sasha Ellington,106.88,41.59,65.29,8,2,0.3891
2021-11-29,Central,Neelam Nilam,48.31,15.05,33.26,11,4,0.3115
2021-11-29,South,Sam Abioye,125.64,47.35,78.29,8,2,0.3769
2021-11-29,West,Sasha Ellington,6956.64,890.7,6065.96,43,8,0.128
2021-12-01,East,Rylee Sasa,1324.29,-25.81,1350.11,26,7,-0.0195
2021-12-01,South,Sam Abioye,288.84,-50.5,339.36,12,4,-0.1748
2021-12-01,West,Sasha Ellington,359.5,-29.61,389.1,3,1,-0.0824
2021-12-02,Central,Neelam Nilam,85.96,40.4,45.56,7,1,0.47
2021-12-02,East,Rylee Sasa,2996.43,676.8,2319.64,29,7,0.2259
2021-12-02,South,Sam Abioye,1643.25,-1059.39,2702.64,14,3,-0.6447
2021-12-02,West,Sasha Ellington,460.17,159.54,300.64,22,5,0.3467
2021-12-03,Central,Neelam Nilam,210.06,85.33,124.73,9,3,0.4062
2021-12-03,East,Rylee Sasa,493.77,82.98,410.81,18,5,0.1681
2021-12-03,South,Sam Abioye,97.42,10.96,86.46,2,1,0.1125
2021-12-03,West,Sasha Ellington,96.06,38.27,57.79,9,3,0.3984
2021-12-04,Central,Neelam Nilam,1002.75,445.14,557.61,9,2,0.4439
2021-12-04,East,Rylee Sasa,2391.01,43.92,2347.07,35,7,0.0184
2021-12-04,South,Sam Abioye,173.94,50.44,123.5,6,1,0.29
2021-12-04,West,Sasha Ellington,2493.79,391.58,2102.23,60,13,0.157
2021-12-05,East,Rylee Sasa,801.99,233.99,568.0,13,3,0.2918
2021-12-05,South,Sam Abioye,436.86,112.27,324.59,7,2,0.257
2021-12-05,West,Sasha Ellington,99.45,36.19,63.26,9,4,0.3639
2021-12-06,Central,Neelam Nilam,2199.07,293.12,1905.95,22,3,0.1333
2021-12-06,West,Sasha Ellington,473.66,49.66,423.99,9,3,0.1048
2021-12-07,Central,Neelam Nilam,34.02,16.67,17.35,3,1,0.49
2021-12-08,Central,Neelam Nilam,1053.52,127.01,926.51,14,5,0.1206
2021-12-08,East,Rylee Sasa,1835.16,582.0,1253.18,41,10,0.3171
2021-12-08,South,Sam Abioye,129.64,34.35,95.29,11,3,0.265
2021-12-08,West,Sasha Ellington,62.06,18.58,43.48,4,2,0.2994
2021-12-09,Central,Neelam Nilam,530.54,143.81,386.74,19,5,0.2711
2021-12-09,East,Rylee Sasa,10.33,-7.58,17.91,3,1,-0.7338
2021-12-09,South,Sam Abioye,209.45,87.36,122.09,4,2,0.4171
2021-12-09,West,Sasha Ellington,840.58,-293.73,1134.3,45,10,-0.3494
2021-12-10,Central,Neelam Nilam,22.37,6.43,15.94,4,1,0.2874
2021-12-10,East,Rylee Sasa,8.22,2.22,6.0,3,1,0.2701
2021-12-10,West,Sasha Ellington,1418.27,381.48,1036.8,40,12,0.269
2021-12-11,East,Rylee Sasa,57.32,28.27,29.05,5,2,0.4932
2021-12-11,West,Sasha Ellington,966.07,147.65,818.43,22,7,0.1528
2021-12-12,South,Sam Abioye,66.22,19.53,46.69,6,3,0.2949
2021-12-12,West,Sasha Ellington,792.09,112.92,679.16,22,9,0.1426
2021-12-13,East,Rylee Sasa,4193.48,-1978.97,6172.46,18,5,-0.4719
2021-12-13,South,Sam Abioye,246.17,21.54,224.63,3,1,0.0875
2021-12-13,West,Sasha Ellington,1055.14,432.93,622.21,16,3,0.4103
2021-12-14,West,Sasha Ellington,4.98,2.34,2.64,1,1,0.4699
2021-12-15,Central,Neelam Nilam,1468.3,218.88,1249.43,29,8,0.1491
2021-12-15,West,Sasha Ellington,450.19,108.68,341.52,14,4,0.2414
2021-12-16,East,Rylee Sasa,833.76,-113.32,947.08,14,3,-0.1359
2021-12-16,South,Sam Abioye,94.69,28.43,66.26,21,3,0.3002
2021-12-16,West,Sasha Ellington,6.85,0.6,6.25,2,1,0.0876
2021-12-17,Central,Neelam Nilam,312.23,79.13,233.1,14,5,0.2534
2021-12-17,East,Rylee Sasa,3866.61,480.97,3385.66,30,7,0.1244
2021-12-17,West,Sasha Ellington,1941.81,641.47,1300.35,8,2,0.3303
2021-12-18,Central,Neelam Nilam,964.61,10.58,954.03,15,5,0.011
2021-12-18,East,Rylee Sasa,55.48,26.63,28.85,1,1,0.48
2021-12-18,South,Sam Abioye,47.97,14.83,33.14,5,2,0.3092
2021-12-18,West,Sasha Ellington,39.41,14.42,24.99,7,3,0.3659
2021-12-19,Central,Neelam Nilam,1349.63,253.31,1096.33,15,4,0.1877
2021-12-19,East,Rylee Sasa,3.01,0.34,2.67,2,1,0.113
2021-12-19,South,Sam Abioye,126.17,28.65,97.52,11,3,0.2271
2021-12-19,West,Sasha Ellington,1778.95,397.46,1381.49,21,3,0.2234
2021-12-20,Central,Neelam Nilam,17.12,4.96,12.16,4,1,0.2897
2021-12-20,East,Rylee Sasa,456.2,1.68,454.52,9,2,0.0037
2021-12-21,South,Sam Abioye,194.32,56.35,137.97,4,1,0.29
2021-12-22,Central,Neelam Nilam,4909.61,2306.75,2602.86,9,2,0.4698
2021-12-22,East,Rylee Sasa,795.23,-285.68,1080.91,38,9,-0.3592
2021-12-22,West,Sasha Ellington,1779.72,-606.8,2386.54,33,8,-0.341
2021-12-23,Central,Neelam Nilam,255.58,50.35,205.23,7,4,0.197
2021-12-23,East,Rylee Sasa,2255.57,483.62,1771.95,10,4,0.2144
2021-12-23,South,Sam Abioye,453.37,128.08,325.29,17,4,0.2825
2021-12-23,West,Sasha Ellington,1240.46,244.11,996.35,13,4,0.1968
2021-12-24,Central,Neelam Nilam,275.06,-90.38,365.43,3,1,-0.3286
2021-12-24,East,Rylee Sasa,286.43,94.89,191.53,12,3,0.3313
2021-12-25,Central,Neelam Nilam,1677.17,175.8,1501.37,28,7,0.1048
2021-12-25,East,Rylee Sasa,1953.72,-340.6,2294.33,19,4,-0.1743
2021-12-25,South,Sam Abioye,389.85,66.09,323.77,20,6,0.1695
2021-12-25,West,Sasha Ellington,1127.7,181.41,946.29,28,5,0.1609
2021-12-26,Central,Neelam Nilam,24.82,1.55,23.27,2,1,0.0624
2021-12-26,East,Rylee Sasa,54.38,1.36,53.02,2,1,0.025
2021-12-27,East,Rylee Sasa,6.36,0.06,6.3,2,1,0.0094
2021-12-28,West,Sasha Ellington,3251.34,490.61,2760.74,18,5,0.1509
2021-12-29,Central,Neelam Nilam,296.89,7.62,289.27,23,6,0.0257
2021-12-29,South,Sam Abioye,596.48,278.38,318.1,24,4,0.4667
2021-12-29,West,Sasha Ellington,487.98,152.5,335.49,2,1,0.3125
2021-12-31,East,Rylee Sasa,405.92,105.54,300.38,5,2,0.26
2022-01-01,Central,Neelam Nilam,1981.37,357.88,1623.49,19,5,0.1806
2022-01-01,West,Sasha Ellington,114.46,28.62,85.85,2,1,0.25
2022-01-02,East,Rylee Sasa,109.25,-79.6,188.85,7,2,-0.7286
2022-01-02,South,Sam Abioye,959.97,120.0,839.97,4,1,0.125
2022-01-03,South,Sam Abioye,255.9,46.46,209.45,10,3,0.1816
2022-01-05,Central,Neelam Nilam,49.0,-1.89,50.89,8,2,-0.0386
2022-01-05,West,Sasha Ellington,34.58,10.03,24.55,1,1,0.2901
2022-01-06,Central,Neelam Nilam,1671.93,456.97,1214.96,13,2,0.2733
2022-01-06,South,Sam Abioye,187.23,-7.83,195.06,12,3,-0.0418
2022-01-07,East,Rylee Sasa,15.17,3.79,11.38,2,1,0.2498
2022-01-07,West,Sasha Ellington,727.88,260.7,467.18,14,2,0.3582
2022-01-08,West,Sasha Ellington,174.75,55.37,119.38,11,3,0.3169
2022-01-09,East,Rylee Sasa,149.44,25.09,124.37,22,4,0.1679
2022-01-12,South,Sam Abioye,405.35,64.05,341.3,10,2,0.158
2022-01-13,East,Rylee Sasa,701.93,196.13,505.8,26,8,0.2794
2022-01-14,West,Sasha Ellington,102.22,15.99,86.23,5,2,0.1564
2022-01-15,East,Rylee Sasa,724.55,144.67,579.88,7,3,0.1997
2022-01-15,South,Sam Abioye,316.0,31.6,284.4,4,1,0.1
2022-01-19,West,Sasha Ellington,1167.06,70.25,1096.81,9,2,0.0602
2022-01-20,East,Rylee Sasa,199.46,5.14,194.3,17,4,0.0258
2022-01-20,South,Sam Abioye,530.27,-56.9,587.18,16,3,-0.1073
2022-01-20,West,Sasha Ellington,187.91,75.29,112.62,15,4,0.4007
2022-01-21,East,Rylee Sasa,1672.31,452.44,1219.87,21,3,0.2705
2022-01-21,West,Sasha Ellington,59.99,21.6,38.39,7,1,0.3601
2022-01-22,South,Sam Abioye,31.36,15.68,15.68,4,1,0.5
2022-01-23,East,Rylee Sasa,858.71,-65.86,924.57,24,6,-0.0767
2022-01-26,West,Sasha Ellington,39.68,10.32,29.36,2,1,0.2601
2022-01-28,Central,Neelam Nilam,2224.31,-344.31,2568.62,14,4,-0.1548
2022-01-28,West,Sasha Ellington,883.01,60.06,822.93,27,6,0.068
2022-01-29,Central,Neelam Nilam,15.55,5.44,10.11,3,1,0.3498
2022-01-29,East,Rylee Sasa,23.36,11.68,11.68,2,1,0.5
2022-01-29,South,Sam Abioye,1396.35,694.42,701.94,9,2,0.4973
2022-01-29,West,Sasha Ellington,166.29,36.0,130.29,6,2,0.2165
2022-01-30,South,Sam Abioye,56.45,14.68,41.77,5,1,0.2601
2022-01-30,West,Sasha Ellington,105.52,48.54,56.98,4,1,0.46
2022-01-31,Central,Neelam Nilam,73.78,-77.47,151.26,2,1,-1.05
2022-01-31,East,Rylee Sasa,117.96,5.9,112.06,2,1,0.05
2022-01-31,South,Sam Abioye,8805.04,2825.28,5979.76,20,3,0.3209
2022-02-01,South,Sam Abioye,866.4,225.26,641.14,4,1,0.26
2022-02-02,East,Rylee Sasa,90.48,23.52,66.96,2,1,0.2599
2022-02-02,West,Sasha Ellington,107.39,7.67,99.72,4,2,0.0714
2022-02-03,South,Sam Abioye,2075.51,688.72,1386.79,41,11,0.3318
2022-02-03,West,Sasha Ellington,918.97,32.57,886.4,14,4,0.0354
2022-02-04,South,Sam Abioye,132.22,-18.18,150.4,4,1,-0.1375
2022-02-05,East,Rylee Sasa,30.35,10.62,19.73,2,1,0.3499
2022-02-05,South,Sam Abioye,107.83,24.6,83.23,7,2,0.2281
2022-02-05,West,Sasha Ellington,623.96,39.0,584.96,5,1,0.0625
2022-02-06,Central,Neelam Nilam,241.5,0.0,241.5,4,1,0.0
2022-02-06,South,Sam Abioye,1127.98,126.9,1001.08,3,1,0.1125
2022-02-07,West,Sasha Ellington,121.83,50.74,71.09,5,2,0.4165
2022-02-09,Central,Neelam Nilam,69.93,0.7,69.23,7,1,0.01
2022-02-10,South,Sam Abioye,1366.04,183.0,1183.04,10,2,0.134
2022-02-11,West,Sasha Ellington,146.82,73.41,73.41,3,1,0.5
2022-02-12,East,Rylee Sasa,573.74,-38.31,612.05,13,4,-0.0668
2022-02-12,South,Sam Abioye,264.18,68.69,195.49,7,1,0.26
2022-02-13,East,Rylee Sasa,407.07,128.07,279.01,7,2,0.3146
2022-02-14,Central,Neelam Nilam,167.18,-224.62,391.79,14,4,-1.3436
2022-02-14,East,Rylee Sasa,644.58,115.98,528.59,8,3,0.1799
2022-02-14,South,Sam Abioye,323.88,37.6,286.28,5,2,0.1161
2022-02-17,East,Rylee Sasa,321.78,35.14,286.64,11,4,0.1092
2022-02-17,West,Sasha Ellington,70.88,33.31,37.57,2,1,0.4699
2022-02-18,South,Sam Abioye,16.5,5.57,10.93,2,1,0.3376
2022-02-19,East,Rylee Sasa,541.1,177.52,363.58,17,4,0.3281
2022-02-19,South,Sam Abioye,471.08,2.94,468.13,8,3,0.0062
2022-02-19,West,Sasha Ellington,511.95,27.2,484.75,17,4,0.0531
2022-02-20,Central,Neelam Nilam,490.32,137.29,353.03,9,1,0.28
2022-02-20,West,Sasha Ellington,492.85,75.98,416.88,9,3,0.1542
2022-02-21,East,Rylee Sasa,57.58,21.59,35.99,3,1,0.375
2022-02-23,East,Rylee Sasa,46.72,17.52,29.2,5,1,0.375
2022-02-25,Central,Neelam Nilam,73.01,21.53,51.48,5,2,0.2949
2022-02-25,East,Rylee Sasa,170.88,49.56,121.32,3,1,0.29
2022-02-26,East,Rylee Sasa,36.48,18.24,18.24,6,1,0.5
2022-02-27,East,Rylee Sasa,111.1,8.33,102.77,7,1,0.075
2022-02-28,East,Rylee Sasa,6125.82,2253.43,3872.39,18,4,0.3679
2022-02-28,West,Sasha Ellington,159.98,14.0,145.99,2,1,0.0875
2022-03-02,Central,Neelam Nilam,6109.54,-832.25,6941.82,38,10,-0.1362
2022-03-02,East,Rylee Sasa,1094.25,428.93,665.32,15,3,0.392
2022-03-02,West,Sasha Ellington,60.63,19.61,41.03,6,2,0.3234
2022-03-03,Central,Neelam Nilam,128.4,64.2,64.2,3,1,0.5
2022-03-03,East,Rylee Sasa,159.98,57.59,102.39,2,1,0.36
2022-03-03,South,Sam Abioye,10.08,3.53,6.55,4,1,0.3502
2022-03-03,West,Sasha Ellington,16.99,4.93,12.06,1,1,0.2902
2022-03-04,Central,Neelam Nilam,162.34,49.6,112.75,4,2,0.3055
2022-03-05,Central,Neelam Nilam,309.08,-303.15,612.24,14,4,-0.9808
2022-03-05,East,Rylee Sasa,502.22,-86.0,588.22,6,3,-0.1712
2022-03-06,Central,Neelam Nilam,21.07,1.58,19.49,3,1,0.075
2022-03-07,Central,Neelam Nilam,404.21,95.69,308.52,25,5,0.2367
2022-03-07,East,Rylee Sasa,310.58,46.54,264.03,18,5,0.1498
2022-03-07,South,Sam Abioye,1466.32,81.41,1384.91,8,2,0.0555
2022-03-07,West,Sasha Ellington,9.7,-7.11,16.82,3,1,-0.733
2022-03-08,East,Rylee Sasa,635.6,212.08,423.53,18,5,0.3337
2022-03-09,East,Rylee Sasa,216.77,-14.6,231.37,2,2,-0.0674
2022-03-09,West,Sasha Ellington,7662.96,760.42,6902.53,20,5,0.0992
2022-03-10,Central,Neelam Nilam,63.44,27.98,35.46,4,2,0.441
2022-03-10,East,Rylee Sasa,274.35,-21.89,296.24,6,2,-0.0798
2022-03-10,South,Sam Abioye,558.24,156.68,401.56,8,2,0.2807
2022-03-11,East,Rylee Sasa,29.34,13.5,15.84,3,1,0.4601
2022-03-11,South,Sam Abioye,12.96,6.22,6.74,2,1,0.4799
2022-03-11,West,Sasha Ellington,1652.34,148.04,1504.31,19,5,0.0896
2022-03-12,Central,Neelam Nilam,628.94,22.37,606.57,12,3,0.0356
2022-03-12,East,Rylee Sasa,2550.59,-928.27,3478.85,31,9,-0.3639
2022-03-12,South,Sam Abioye,334.2,106.51,227.69,8,3,0.3187
2022-03-12,West,Sasha Ellington,5353.15,256.05,5097.11,19,5,0.0478
2022-03-13,Central,Neelam Nilam,408.79,8.4,400.39,15,4,0.0205
2022-03-13,East,Rylee Sasa,21.88,6.29,15.59,5,1,0.2875
2022-03-13,West,Sasha Ellington,238.68,-8.0,246.68,8,2,-0.0335
2022-03-14,Central,Neelam Nilam,550.82,-179.25,730.06,12,2,-0.3254
2022-03-14,East,Rylee Sasa,83.98,-13.65,97.62,3,1,-0.1625
2022-03-14,South,Sam Abioye,365.44,168.1,197.34,16,2,0.46
2022-03-14,West,Sasha Ellington,1356.57,86.15,1270.43,6,2,0.0635
2022-03-16,East,Rylee Sasa,2275.55,728.84,1546.72,19,6,0.3203
2022-03-16,West,Sasha Ellington,84.78,-20.14,104.92,2,1,-0.2376
2022-03-17,South,Sam Abioye,1061.68,-7.76,1069.44,6,2,-0.0073
2022-03-18,East,Rylee Sasa,35.3,13.8,21.5,5,2,0.3909
2022-03-18,South,Sam Abioye,31.09,-20.72,51.81,3,1,-0.6665
2022-03-18,West,Sasha Ellington,72.29,-98.8,171.1,1,1,-1.3667
2022-03-19,Central,Neelam Nilam,709.15,147.3,561.85,5,2,0.2077
2022-03-19,South,Sam Abioye,86.45,38.04,48.41,7,1,0.44
2022-03-19,West,Sasha Ellington,132.71,-22.15,154.86,11,4,-0.1669
2022-03-20,Central,Neelam Nilam,645.7,-4.16,649.87,13,5,-0.0064
2022-03-21,West,Sasha Ellington,226.47,34.02,192.45,9,2,0.1502
2022-03-23,Central,Neelam Nilam,22.48,10.34,12.14,1,1,0.46
2022-03-23,East,Rylee Sasa,320.13,-239.55,559.67,5,2,-0.7483
2022-03-23,West,Sasha Ellington,403.17,25.2,377.97,4,1,0.0625
2022-03-24,Central,Neelam Nilam,1287.45,244.62,1042.83,5,1,0.19
2022-03-24,East,Rylee Sasa,59.52,17.86,41.66,3,1,0.3001
2022-03-25,East,Rylee Sasa,459.95,18.4,441.55,5,1,0.04
2022-03-25,South,Sam Abioye,187.62,-12.08,199.69,8,2,-0.0644
2022-03-25,West,Sasha Ellington,34.68,14.18,20.5,6,2,0.4089
2022-03-26,South,Sam Abioye,92.7,35.82,56.88,7,3,0.3864
2022-03-27,South,Sam Abioye,31.4,7.85,23.55,2,1,0.25
2022-03-27,West,Sasha Ellington,93.9,3.81,90.09,5,2,0.0406
2022-03-28,Central,Neelam Nilam,1702.39,40.71,1661.66,17,3,0.0239
2022-03-28,East,Rylee Sasa,956.97,-49.71,1006.67,31,6,-0.0519
2022-03-29,East,Rylee Sasa,11.34,5.56,5.78,1,1,0.4903
2022-03-30,East,Rylee Sasa,640.76,-4.97,645.73,11,3,-0.0078
2022-03-31,Central,Neelam Nilam,12.99,0.26,12.73,1,1,0.02
2022-03-31,East,Rylee Sasa,2079.74,469.54,1610.22,49,13,0.2258
2022-03-31,South,Sam Abioye,7.04,3.1,3.94,4,1,0.4403
2022-03-31,West,Sasha Ellington,61.7,12.87,48.83,7,2,0.2086
2022-04-01,Central,Neelam Nilam,1454.9,378.27,1076.63,5,1,0.26
2022-04-02,Central,Neelam Nilam,341.35,150.04,191.31,11,3,0.4395
2022-04-02,East,Rylee Sasa,99.85,-83.21,183.05,9,1,-0.8334
2022-04-03,East,Rylee Sasa,792.41,237.3,555.12,9,4,0.2995
2022-04-03,South,Sam Abioye,177.78,19.07,158.71,6,2,0.1073
2022-04-04,Central,Neelam Nilam,158.37,13.86,144.51,7,1,0.0875
